verified,suid_nm,unit_nm,county,acres,intrsc_,wtlnd_p,mtchd_r,mtchd_s,Join_Count,index,name,parking,pbtrnsp,dsbldcs,restrms,vstr_ct,showers,pcnc_ar,firepts,cmpgrnd,rv_cmp,sndy_bc,dunes,rky_shr,uplnd_b,strm_cr,wetland,bluff,by_lgn_,urbn_wf,offshr_,inlnd_r,strs_bc,pth_bch,blftp_t,blftp_p,trl_r_p,wldlf_v,swimmng,tidepol,kayakng,fishing,boating
,27188,Vista Points,San Luis Obispo,36.63167715,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,3,790," Vista Point (0.7 mi S of San Simeon),Vista Point (1.8 mi. S. of San Simeon),Vista Point (2.4 mi. S. of San Simeon)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
X,29496,Abalone Cove Shoreline Park,Los Angeles,78.99835516,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,3,1206,"Abalone Cove Shoreline Park,Abalone Cove Beach,Sacred Cove","Yes,Yes,No"," , ,","Yes,No,No","Yes,Yes,No"," ,No,No","Yes,Yes,","Yes, ,"," ,No,","No,No,No"," , ,","Yes,Yes,Yes"," , ,No","Yes,Yes,Yes"," , ,"," , ,"," , ,","Yes,Yes,Yes"," , ,"," , ,"," , ,"," , ,","No,No,No","Yes,Yes,Yes","Yes, ,Yes","Yes, ,Yes","Yes,No,Yes","Yes, ,Yes","Yes, ,"," , ,"," , ,","No,No,No","No,No,No"
X,30629,Corona del Mar State Beach,Orange,35.06131348,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,3,1346,"Pirates Cove,Corona del Mar State Beach,Little Corona del Mar Beach","No,Yes,No"," , ,","No,Yes,Yes","No,Yes,Yes"," , ,","No,Yes,No","No,Yes,"," ,Yes,No","No,No,No"," , ,","Yes,Yes,Yes"," , ,","Yes,Yes,Yes"," ,Yes,"," , ,"," , ,","Yes,Yes,","Yes,No,No","No,No,No"," , ,"," , ,","Yes,Yes,No","No,Yes,Yes","No, ,","Yes,Yes,","No,No,No"," ,Yes,Yes"," ,Yes,"," ,Yes,"," , ,","No,Yes,Yes","No,No,No"
,30714,Will Rogers State Beach,Los Angeles,90.558545,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,3,1131," Will Rogers State Beach (Temescal Canyon Rd.),Will Rogers State Beach (Sunset Blvd.),Will Rogers State Beach (Chautauqua Blvd.)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,32092,Aliso Beach Park,Orange,39.81897785,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,3,1389,"Camel Point Beach,West Street Beach,Table Rock Beach","Yes,Yes,Yes"," , ,","No,No,No","Yes,No,No"," ,No,","No,No,No"," ,No,","No,No,No","No,No,No"," , ,","Yes,Yes,Yes"," , ,","Yes,Yes,Yes"," , ,"," , ,"," , ,"," , ,"," , ,"," , ,"," , ,"," , ,","Yes,Yes,Yes","Yes,No,No"," , ,"," , ,","No,No,No"," , ,"," , ,"," , ,"," , ,","No,No,No","No,No,No"
X,1420,Asilomar State Beach,Monterey,107.0917615,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,701,"Asilomar State Beach,Asilomar Conference Grounds","Yes,Yes"," ,","Yes,Yes","Yes,Yes","No,No"," ,Yes"," ,Yes","No,No","No,No"," ,","Yes,No","Yes,Yes","Yes,No","No,Yes","No,No","No,No","No,No"," ,"," ,","Yes,"," ,Yes","No,No","Yes,Yes"," ,"," ,","Yes,Yes","Yes,No"," ,","Yes,"," ,","No,No","No,No"
X,1441,Big Basin Redwoods State Park,San Mateo | Santa Cruz,16670.39408,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,546,"Big Basin Redwoods State Park,Rancho del Oso Nature Center","Yes,Yes"," ,","Yes,Yes","Yes,Yes","Yes,Yes","Yes,","Yes,","Yes,No","Yes,No","Yes,","Yes,No","No,No","Yes,No","Yes,No","Yes,Yes","Yes,Yes","Yes,No"," ,No"," ,"," ,","Yes,Yes","No,No","No,No"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","No,No","No,No"
X,1463,Carmel River State Beach,Monterey,304.0818439,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,721,"Carmel River State Beach,Monastery Beach","Yes,Yes"," ,","Yes,Yes","Yes,Yes","No,No","No,"," ,No","No,No","No,No"," ,","Yes,Yes","No,Yes","Yes,Yes","No,No","Yes,Yes","Yes,No","Yes,No","Yes,","No,","Yes,Yes"," ,","Yes,No","Yes,No"," ,No"," ,No","Yes,Yes","Yes,No"," ,"," ,"," ,","No,No","No,No"
,1467,Caspar Headlands State Beach,Mendocino,126.50202,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,2,205,"Caspar Headlands State Beach - North,Caspar Creek Vista Point","Yes,Yes"," ,","No,No","No,No","No,No"," ,No","No,"," ,No","No,No"," ,","Yes,No","No,No","Yes,No","Yes,Yes"," ,Yes"," ,No","Yes,No"," ,"," ,"," ,"," ,Yes","No,No","Yes,No","Yes,","Yes,"," ,No","Yes,No"," ,","No,"," ,","No,No","No,No"
X,1486,Crown Memorial Regional Shoreline,Alameda,121.9995821,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1735,"Crown Memorial State Beach,Elsie Roemer Bird Sanctuary","Yes,Yes"," ,","Yes,No","Yes,No"," ,"," ,"," ,"," ,"," ,"," ,","Yes,"," ,"," ,"," ,"," ,","Yes,Yes"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"
,1546,Gaviota State Park,Santa Barbara,2709.61796,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,910,"Las Cruces Trailhead,Gaviota Rest Areas","Yes,Yes"," ,","No,Yes","No,Yes"," ,No"," ,No","No,Yes","No,No","No,No"," ,","No,No","No,No","No,No","No,No","No,Yes","No,No"," ,No"," ,"," ,"," ,","Yes,Yes","No,No","No,No"," ,"," ,","Yes,No","Yes,No"," ,"," ,"," ,","No,No","No,No"
X,1551,Greenwood State Beach,Mendocino,61.77531985,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,237,"Greenwood State Beach,Greenwood Beach Visitor Center and Museum","Yes,Yes"," ,","Yes,","Yes,","No,Yes","No,No","Yes,","Yes,No","No,No"," ,","Yes,No","No,No","Yes,No","Yes,Yes","Yes,No","Yes,No","Yes,Yes","Yes,","No,"," ,"," ,","No,No","Yes,No","Yes,"," ,","Yes,No","Yes,No"," ,"," ,","Yes,","Yes,No","Yes,No"
X,1556,Harry A. Merlo State Recreation Area,Humboldt,734.831034,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,72,"Harry A. Merlo State Recreation Area,Big Lagoon","Yes,Yes"," ,","No,No","No,No","No,No","No,","No,","No,","No,No"," ,","No,No","No,","No,No","Yes,","No,","Yes,Yes","No,","Yes,Yes","No,"," ,"," ,","No,No","No,No"," ,"," ,","No,","Yes,Yes"," ,"," ,"," ,","Yes,Yes","No,No"
X,1585,Julia Pfeiffer Burns State Park,Monterey,2224.391674,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,755,"Partington Cove Trail,Julia Pfeiffer Burns State Park","Yes,Yes"," ,","No,Yes","No,Yes","No,No"," ,No","No,Yes","No,Yes","No,Yes"," ,","No,No","No,No","Yes,Yes","No,Yes","No,Yes","No,No","Yes,Yes"," ,"," ,"," ,"," ,","No,No","Yes,No","Yes,Yes"," ,","Yes,Yes","Yes,No"," ,"," ,"," ,","No,No","No,No"
X,1606,Limekiln State Park,Monterey,743.5628745,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,2,760,"Limekiln State Park,Limekiln Trail","Yes,Yes"," ,","Yes,Yes","Yes,Yes","No,","Yes,","Yes,","Yes,","Yes,No","Yes,","Yes,No","No,","Yes,No","Yes,","Yes,","No,","Yes,","Yes,","No,"," ,"," ,Yes","No,","Yes,"," ,"," ,","Yes,Yes","Yes,"," ,"," ,"," ,","Yes,No","No,No"
X,1615,Malibu Lagoon State Beach,Los Angeles,71.19136316,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1112,"Malibu Lagoon State Beach,Malibu Pier","Yes,Yes"," ,","Yes,Yes","Yes,Yes"," ,","Yes,No","Yes,","No,No","No,No"," ,","Yes,No"," ,"," ,"," ,","Yes,","Yes,"," ,","Yes,"," ,"," ,"," ,","No,No","Yes,No"," ,"," ,","Yes,No","Yes,Yes","Yes,"," ,"," ,","Yes,Yes","No,Yes"
X,1619,Manresa State Beach,Santa Cruz,140.1208648,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,631,"Manresa State Beach,Manresa State Beach - Uplands","Yes,Yes"," ,","Yes,Yes","Yes,Yes","No,No","Yes,Yes","Yes,Yes","No,Yes","No,Yes"," ,","Yes,Yes","No,No","No,No","Yes,Yes","No,No","No,No","Yes,Yes"," ,"," ,"," ,"," ,","Yes,Yes","Yes,No","No,Yes"," ,No","Yes,Yes","Yes,No"," ,"," ,"," ,","Yes,No","No,No"
X,1629,McGrath State Beach,Ventura,326.3692286,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1031,"McGrath State Beach,Santa Clara Estuary Natural Preserve","Yes,Yes"," ,","Yes,No","Yes,No","No,","Yes,No","Yes,","Yes,No","Yes,No","Yes,","Yes,Yes","Yes,Yes"," ,","Yes,","Yes,","Yes,Yes"," ,","Yes,Yes","No,No"," ,"," ,","No,No","Yes,No"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","Yes,No","No,No"
,1637,Monterey State Beach,Monterey,64.39815995,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,663," Monterey State Beach (Houghton M. Roberts Beach),Monterey State Beach (Window on the Bay)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,1656,Navarro River Redwoods State Park,Mendocino,718.894145,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,232,"Navarro Beach,Paul Dimmick Campground","Yes,Yes"," ,","No,Yes","Yes,Yes","No,No","No,No","Yes,Yes","Yes,Yes","Yes,Yes","Yes,Yes","Yes,No","No,No","No,No","No,No","Yes,Yes","No,No","Yes,No","Yes,","No,"," ,"," ,Yes","No,No","No,No"," ,"," ,","No,No","Yes,No"," ,"," ,"," ,Yes","Yes,Yes","No,Yes"
X,1674,Pescadero State Beach,San Mateo,90.5176919,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,526,"Pescadero State Beach (Central),Pescadero State Beach (South)","Yes,Yes"," ,"," ,","Yes,Yes","No,No","No,No","No,Yes","No,No","No,No"," ,","Yes,Yes","No,No","Yes,Yes"," ,"," ,","No,No","Yes,Yes"," ,"," ,"," ,"," ,","Yes,Yes","Yes,Yes","Yes,Yes"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","Yes,Yes","No,No"
X,1694,Point Sur State Historic Park,Monterey,105.3443615,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,737,"Point Sur Light Station,Point Sur State Historic Park","Yes,Yes"," ,","No,No","Yes,Yes","No,No"," ,No","No,","No,No","No,No"," ,","No,No","Yes,Yes","Yes,Yes","Yes,Yes","No,No","No,No","Yes,Yes"," ,"," ,"," ,"," ,","No,No","No,No"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","No,No","No,No"
,1715,Salinas River State Beach,Monterey,286.4543594,park intersects wetland,wetland-park,intersects unknown access pt,intersects wetland access pt,2,648,"Salinas River State Beach (Sandholdt Road),Salinas River State Beach (Potrero Road),Salinas River State Beach (Monterey Dunes Way)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
X,1743,Silver Strand State Beach,San Diego,7388.155993,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1623,"Silver Strand State Beach,Crown Cove","Yes,Yes"," ,","Yes,Yes","Yes,Yes"," ,No","Yes,","Yes,","Yes,","Yes,No","Yes,","Yes,Yes","Yes,No"," ,No"," ,Yes"," ,","Yes,"," ,No"," ,Yes"," ,No"," ,"," ,","No,No","No,No"," ,No"," ,No","Yes,Yes","Yes,Yes","Yes,"," ,","Yes,Yes","Yes,","Yes,Yes"
X,1762,Sunset State Beach,Santa Cruz,295.3294225,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,635,"Sunset State Beach,Palm Beach","Yes,Yes"," ,","Yes,Yes","Yes,Yes","No,No","Yes,No","Yes,Yes","Yes,Yes","Yes,No"," ,","Yes,Yes","Yes,Yes","No,No","Yes,No","Yes,No","No,No","Yes,No"," ,"," ,"," ,"," ,","Yes,No","Yes,Yes"," ,"," ,","Yes,No","No,No"," ,"," ,"," ,","Yes,Yes","No,No"
X,1775,Trinidad State Beach,Humboldt,203.8375041,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,78,"Trinidad State Beach,College Cove","Yes,Yes"," ,","Yes,No","Yes,Yes","No,No","Yes,No","Yes,No","Yes,No","No,No"," ,","Yes,Yes","No,No","Yes,Yes","Yes,No","Yes,No","No,No","Yes,No"," ,"," ,"," ,"," ,","No,No","Yes,No"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","Yes,Yes","No,No"
X,1952,Fort Ross State Historic Park,Sonoma,3374.349872,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,291,"Fort Ross State Historic Park,Fort Ross Reef Campground and Beach","Yes,Yes"," ,","Yes,Yes","Yes,Yes","Yes,No","No,No","Yes,Yes","Yes,Yes","No,Yes"," ,No","Yes,Yes","No,No","Yes,Yes","Yes,Yes","No,Yes","No,No","Yes,Yes"," ,"," ,","Yes,"," ,","No,No","Yes,Yes"," ,"," ,","Yes,Yes","No,No"," ,"," ,"," ,","Yes,Yes","No,No"
X,1960,Manchester State Park,Mendocino,5345.854091,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,241,"Manchester State Park,Kinney Road","Yes,Yes"," ,","Yes,Yes","Yes,Yes","No,No","No,No"," ,Yes","No,Yes","Yes,Yes","Yes,Yes","Yes,Yes","Yes,No","No,No","Yes,No","Yes,No","No,No","No,No","Yes,","No,","Yes,"," ,Yes","No,No","Yes,Yes"," ,"," ,","Yes,Yes","Yes,No"," ,"," ,"," ,","Yes,No","No,No"
X,1978,Refugio State Beach,Santa Barbara,929.8407263,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,917,"Refugio State Beach,Bike Path (Refugio to El Capitan State Beaches)","Yes,No"," ,","Yes,Yes","Yes,No","No,No","Yes,No","Yes,No","Yes,No","Yes,No","Yes,","Yes,Yes","No,No","Yes,Yes","Yes,Yes","Yes,No","Yes,No","Yes,Yes","Yes,","No,","Yes,"," ,","No,No","No,Yes"," ,Yes"," ,","Yes,Yes","Yes,No","Yes,"," ,","Yes,","Yes,Yes","No,No"
X,3288,Miller Knox Regional Shoreline,Contra Costa,317.8993165,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1727,"Keller's Beach,Miller/Knox Regional Shoreline","Yes,Yes"," ,","No,Yes","Yes,Yes"," ,"," ,"," ,"," ,"," ,"," ,","Yes,"," ,"," ,"," ,"," ,"," ,Yes"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"
X,3305,Point Pinole Regional Shoreline,Contra Costa,2203.050597,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1730,"Point Pinole,Point Pinole Regional Park - Dotson Family Marsh","No,Yes"," ,","No,Yes","Yes,Yes"," ,"," ,"," ,"," ,"," ,"," ,","Yes,"," ,"," ,"," ,"," ,","Yes,Yes"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"
X,8356,Baylands Preserve,San Mateo | Santa Clara,1517.1049,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1761,"Byxbee Park,Baylands Nature Preserve","Yes,Yes"," ,","No,Yes","Yes,Yes"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,Yes"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"
X,13879,Tijuana River Valley Regional Park,San Diego,1662.211237,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1634,"Dairy Mart Ponds,Tijuana River Valley Regional Park","Yes,Yes"," ,","No,Yes","No,Yes"," ,Yes","No,No","No,Yes","No,","No,No"," ,","No,No"," ,"," ,"," ,"," ,","Yes,"," ,","Yes,","No,"," ,"," ,Yes","No,No","No,No"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","No,No","No,No"
X,13915,Humboldt Bay National Wildlife Refuge,Humboldt,2721.814816,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,128,"Humboldt Bay National Wildlife Refuge,Hookton Slough","Yes,Yes"," ,","Yes,Yes","Yes,Yes","Yes,No","No,No"," ,","No,No","No,No"," ,","No,No","No,No","No,No","No,","No,","Yes,Yes","No,","Yes,Yes","No,No"," ,"," ,","No,No","No,No"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,No","Yes,Yes","Yes,Yes","Yes,Yes"
X,13994,Tijuana Slough National Wildlife Refuge,San Diego,1105.800938,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1631,"Tijuana River Estuary,Tijuana River National Estuarine Research Reserve","Yes,Yes"," ,","Yes,Yes","Yes,Yes","Yes,"," ,No"," ,No"," ,No","No,No"," ,","Yes,No","Yes,"," ,"," ,","Yes,","Yes,Yes"," ,","Yes,Yes","No,No"," ,"," ,"," ,No"," ,Yes"," ,"," ,","Yes,Yes","Yes,"," ,"," ,"," ,","No,No","No,No"
X,14191,Aquatic Park,San Francisco,33.0517794,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,437,"Aquatic Park,San Francisco Maritime Museum","Yes,Yes","Yes,","Yes,Yes","Yes,Yes","Yes,Yes","Yes,","No,No","No,","No,No"," ,","Yes,No","No,No","No,No","Yes,No","No,No","No,No","No,No","Yes,","Yes,Yes"," ,"," ,","No,No","No,No"," ,No"," ,No","Yes,No","No,No","Yes,"," ,No"," ,","Yes,No","Yes,No"
X,14193,Baker Beach,San Francisco,48.26189477,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,455,"Marshall's Beach,Baker Beach (San Francisco)","Yes,Yes"," ,Yes","No,Yes","No,Yes","No,No","No,No","No,Yes","No,Yes","No,No"," ,","Yes,Yes","No,Yes","Yes,Yes","Yes,No","No,Yes","No,No","Yes,No"," ,"," ,"," ,"," ,","Yes,No","Yes,No","Yes,","No,","Yes,Yes","Yes,No"," ,"," ,"," ,","Yes,Yes","No,No"
X,15570,Arcata Marsh & Wildlife Sanctuary,Humboldt,316.4966621,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,97,"Arcata Marsh and Wildlife Sanctuary,Humboldt Bay Trail - North","Yes,No"," ,","Yes,Yes","Yes,No","Yes,","No,","Yes,","No,","No,"," ,","No,","No,","No,","No,","No,","Yes,Yes","No,","Yes,Yes","No,"," ,"," ,","No,","No,"," ,"," ,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","Yes,","Yes,No"
X,16245,Bolsa Chica Ecological Reserve,Orange,1218.44262,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,1307,"Bolsa Chica Interpretive Center,Bolsa Chica Ecological Reserve","Yes,Yes"," ,","Yes,Yes","Yes,Yes","Yes,Yes"," ,No"," ,","No,No","No,No"," ,","No,No"," ,","No,"," ,"," ,","Yes,Yes"," ,","Yes,Yes","No,No"," ,"," ,","No,No","No,No","No,","No,","Yes,Yes","Yes,Yes"," ,"," ,"," ,","No,No","No,No"
X,16339,Brazil Ranch,Monterey,1197.808167,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,733,"Hurricane Point,Brazil Ranch","Yes,Yes"," ,","No,No","No,No","No,No"," ,"," ,","No,No","No,No"," ,","No,No","No,No","Yes,Yes","No,Yes","No,Yes","No,No","Yes,No"," ,"," ,"," ,"," ,Yes","No,No","No,No"," ,"," ,","No,No","No,Yes"," ,"," ,"," ,","No,No","No,No"
X,16449,Bruhel Point,Mendocino,197.483667,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,176,"Chadbourne Gulch,Vista Point (Bruhel Point Bluff)","Yes,Yes"," ,","No,No","No,No","No,No","No,No"," ,","No,No","No,No"," ,","Yes,No","No,No","Yes,Yes","No,Yes","Yes,No","No,No","Yes,Yes"," ,"," ,"," ,"," ,","No,No","Yes,No"," ,Yes"," ,","No,Yes","Yes,Yes"," ,"," ,Yes"," ,","Yes,No","No,No"
X,16839,Capitola Beach,Santa Cruz,8.080485992,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,617,"Hooper Beach,Capitola City Beach","Yes,Yes"," ,Yes","No,Yes","No,Yes","No,No","No,Yes"," ,No","No,No","No,No"," ,","Yes,Yes","No,No","No,No","No,No","Yes,Yes","No,No","No,No"," ,"," ,"," ,"," ,","Yes,No","Yes,No"," ,"," ,","No,Yes","No,Yes"," ,Yes"," ,"," ,","No,No","Yes,No"
X,17155,Chase Palm Park,Santa Barbara,42.95158534,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,2,958,"Chase Palm Park,Skater's Point","Yes,Yes"," ,","Yes,No","Yes,No"," ,","No,","Yes,","Yes,","No,No"," ,","Yes,No"," ,"," ,","Yes,Yes"," ,","Yes,"," ,"," ,"," ,"," ,"," ,","No,No","No,No"," ,"," ,","Yes,No"," ,"," ,"," ,"," ,","No,No","No,No"
X,17648,Coronado Municipal Beach,San Diego,84.63398148,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,2,1611,"Coronado Dog Beach,Coronado City Beach","Yes,No"," ,","No,Yes","Yes,Yes","No,"," ,Yes"," ,Yes","Yes,Yes","No,No"," ,","Yes,Yes","Yes,","No,"," ,No"," ,"," ,"," ,"," ,"," ,"," ,"," ,","No,No","No,No"," ,"," ,","No,Yes","No,"," ,Yes"," ,"," ,","Yes,Yes","No,No"
X,18928,Fitzgerald Marine Reserve,San Mateo,41.39224479,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,2,498,"James V. Fitzgerald Marine Reserve,Seal Cove","Yes,No"," ,","No,No","Yes,No","Yes,No","No,","Yes,No","No,No","No,No"," ,","Yes,Yes","No,No","Yes,Yes","No,Yes","Yes,No","No,No","Yes,Yes"," ,"," ,","Yes,"," ,","Yes,Yes","Yes,No"," ,Yes"," ,","Yes,Yes","Yes,Yes"," ,","Yes,Yes"," ,","No,No","No,No"
X,19869,Hermosa City Beach,Los Angeles,91.86850139,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,2,1176,"Hermosa Beach,Hermosa Beach Municipal Pier","Yes,Yes"," ,","Yes,Yes","Yes,Yes"," ,","Yes,No"," ,","No,No","No,No"," ,","Yes,No"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,","Yes,No","No,No"," ,"," ,","Yes,No"," ,Yes","Yes,"," ,"," ,","Yes,Yes","No,No"
