verified,suid_nm,unit_nm,county,acres,intrsc_,wtlnd_p,mtchd_r,mtchd_s,Join_Count,index,name,parking,pbtrnsp,dsbldcs,restrms,vstr_ct,showers,pcnc_ar,firepts,cmpgrnd,rv_cmp,sndy_bc,dunes,rky_shr,uplnd_b,strm_cr,wetland,bluff,by_lgn_,urbn_wf,offshr_,inlnd_r,strs_bc,pth_bch,blftp_t,blftp_p,trl_r_p,wldlf_v,swimmng,tidepol,kayakng,fishing,boating
,24963,San Pablo Bay National Wildlife Refuge,Solano | Sonoma,1623.382703,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1695,Sears Point,Yes, ,No,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
,24966,San Pablo Bay Regional Shoreline,Contra Costa,57.60996767,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1731,Lone Tree/Rodeo Beach,Yes, ,No,Yes, , , , , , ,Yes, , , , ,Yes, , , , , , , , , , , , , , , , 
X,25140,Santa Venetia Marsh Open Space Preserve,Marin,32.33472405,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1781,Santa Venetia Marsh Preserve,No, ,No,No, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,25192,Schoonmaker Beach,Marin,0.99043093,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1720,Schoonmaker Point,Yes, ,No,Yes, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , 
X,25230,Sea Bridge Park,Orange,3.707468974,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1305,Seabridge Park,Yes, ,Yes,Yes,No,Yes,Yes,No,No, ,Yes, , , , , , ,Yes,Yes, , ,No,No,No,No,Yes, , , , ,Yes,No
X,25268,Seaside Wilderness Park,Ventura,18.64720047,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1012,Seaside Wilderness Park,No, ,No,No, ,No, ,No,No, ,Yes,Yes,Yes,Yes,Yes,Yes, , , , , ,No,No, , ,Yes,Yes, , , ,No,No
X,25332,SF Zoological Gardens,San Francisco,137.1306157,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,464,San Francisco Zoological Gardens,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, , ,No,Yes, , , ,No,No
X,25428,Shoreline Park,Santa Barbara,13.22181193,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,943,Shoreline Park (Santa Barbara),Yes, ,Yes,Yes, ,No,Yes,Yes,No, ,Yes, , ,Yes, , ,Yes, , , , ,Yes,No,Yes,Yes,Yes,Yes, , , ,No,No
X,25495,Silver Strand Beach County Park,Orange,4.907350679,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1399,Strand Beach,Yes, ,Yes,Yes,No,Yes,Yes, ,No, ,Yes, , ,Yes, , ,Yes, , , , ,Yes,Yes, ,Yes,No, , , , ,Yes,No
,25665,South Monterey Dunes Beach,Monterey,9.487031706,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,664,Del Monte Beach,Yes, ,Yes,Yes,No,No,Yes,No,No, ,Yes,Yes,No,Yes,No,No,Yes, , , , ,No,No, , ,Yes,No, , , ,No,No
X,25669,South Palisades Park,San Luis Obispo,4.039569943,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,871,South Palisades City Park,Yes, ,No,No,No,No,Yes,Yes,No, ,Yes,No,Yes,Yes,No,No,Yes,No, , , ,Yes,Yes,Yes,Yes,Yes,Yes, , , ,No,No
X,25712,Spanish Landing Park,San Diego,15.9825203,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1590,Spanish Landing Park,Yes, ,Yes,Yes, ,Yes,Yes,No,No, ,Yes, , ,Yes, , , ,Yes,Yes, , ,No,No, , ,Yes,Yes, , , ,No,No
X,25754,Spud Pt Marina,Sonoma,24.5593583,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,326,Spud Point Marina,Yes, ,Yes,Yes,No,No, ,No,No, ,No,No,Yes,No,No,No,No,Yes,Yes, , ,No,No, , ,No,No, , , ,Yes,Yes
X,25760,Spyglass Park,San Luis Obispo,1.551794379,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,873,Spyglass City Park,Yes, ,No,Yes,No,No,Yes,Yes,No, ,Yes,No,Yes,Yes,No,No,Yes, , , , ,No,Yes,Yes,Yes,No,No, ,Yes, ,No,No
X,25877,Stone Steps Beach,San Diego,1.065047793,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1481,Stone Steps Beach,Yes, ,No,No, ,No, ,No,No, ,Yes, ,Yes, , , , , , , , ,Yes,No, , ,No, , , , ,Yes,No
X,26042,Sunset Cliffs Natural Park,San Diego,67.13178035,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1578,Sunset Cliffs Natural Park,Yes, ,No,Yes, ,No, ,No,No, ,Yes, ,Yes,Yes, , ,Yes, , , , ,Yes,Yes,Yes,Yes,Yes,Yes, , , ,No,No
,26046,Sunset Harbor,Orange,27.05509621,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1306,Sunset Aquatic Marina,Yes, ,Yes,Yes, ,Yes,Yes,No,No, ,No, , , , , , ,Yes,Yes, , ,No,No, , ,Yes, , , , ,No,Yes
X,26093,Swami's Beach,San Diego,8.915439173,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1488,Swami's,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,Yes, ,Yes,Yes, , ,Yes, , , , ,Yes,No, , ,No, , ,Yes, ,Yes,No
X,26104,Sweet Springs Nature Preserve,San Luis Obispo,22.60588987,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,851,Sweet Springs Nature Preserve,Yes, ,Yes,No,No,No,No,No,No, ,No,No,No,Yes,No,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
X,26170,Talbert Marsh,Orange,34.69347102,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1319,Huntington Beach Wetlands / Talbert Marsh,No, ,No,No,No, , , ,No, ,No, , , , ,Yes, , , , , ,No,No, , ,Yes,Yes, , , ,No,No
,26280,The Cypress Garden Park (Secred Garden),Marin,0.29984259,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1777,Bramble Beach,No, ,No,No, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , 
X,26406,Topanga County Beach,Los Angeles,27.44449278,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1124,Topanga Beach,Yes, ,Yes,Yes,No,Yes,Yes,No,No, ,Yes, , , , , , ,Yes,No, , ,No,No, , ,No, ,Yes, , ,Yes,No
X,26413,Torrance County Beach,Los Angeles,24.58360967,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1189,Torrance County Beach,Yes, ,Yes,Yes, ,Yes, ,No,No, ,Yes, , , , , , , , , , ,Yes,Yes, ,Yes,Yes, ,Yes, , ,Yes,No
X,26479,Tourmaline Surfing Park,San Diego,7.996859201,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1539,Tourmaline Surfing Park,Yes, ,Yes,Yes, ,Yes,Yes,No,No, ,Yes, ,Yes, , , , , , , , ,No,No, , ,No, , , , ,Yes,No
,26732,Upper Newport Bay Nature Preserve,Orange,140.5689863,park intersects wetland,wetland-park,intersects wetland access pt,not intersecting access pt,1,1356,Peter and Mary Muth Interpretive Center,Yes, ,Yes,Yes,Yes, , , ,No, ,No, ,No, , ,Yes, ,Yes,No, , ,No,No,No,No,Yes,Yes, , , ,No,No
X,27424,Westside Park,Sonoma,14.96585851,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,327,Westside Regional Park,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,Yes,No,Yes,No, , ,No,Yes, , ,No,No, , , ,Yes,Yes
,27433,Westward Beach,Los Angeles,21.92625742,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1079,Point Dume State Beach,Yes, ,Yes,Yes, ,Yes, ,No,No, ,Yes, ,Yes, , , ,Yes, , , , ,No,No,No,No,Yes,Yes, , , ,No,No
X,27869,Zuma County Beach,Los Angeles,97.16042424,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1075,Zuma Beach County Park,Yes, ,Yes,Yes, ,Yes, ,No,No, ,Yes, , , , , , , , , , ,No,No, , ,No,Yes,Yes, , ,No,No
X,27967,Año Nuevo State Park,San Mateo,3502.307378,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,544,Año Nuevo State Park,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No, ,Yes,Yes,Yes,Yes,Yes,No,Yes, , , ,Yes,Yes,Yes,Yes, ,Yes,Yes, , , ,No,No
X,28002,El Capitán State Beach,Santa Barbara,2646.156244,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,919,El Capitán State Beach,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, , , ,Yes,No,Yes, ,Yes,Yes,Yes,Yes, ,Yes,No
X,28193,Arroyo Hondo Preserve,Santa Barbara,781.2116694,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,916,Arroyo Hondo Preserve,Yes, ,Yes,Yes,Yes,No,No,No,No, ,No,No,No,No,Yes,No,No, , , ,Yes,No,No, , ,Yes,Yes, , , ,No,No
,28194,Guadalupe-Nipomo Dunes Preserve Forest,Santa Barbara,611.3987755,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,903,Rancho Guadalupe Dunes County Park,Yes, ,Yes,Yes,No,No,Yes,No,No, ,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,No,No, , ,No,Yes, , , ,Yes,No
,28527,Pescadero Point and Hill Preserve,Monterey,6.496693106,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,713,Pescadero Point,Yes, ,No,No,No, ,No,No,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No,Yes, ,Yes,No, , , ,No,No
,28654,Unnamed site - Other State,Humboldt | Monterey,156.2624156,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,732,Bixby Creek Bridge,Yes, ,No,No,No,No, ,No,No, ,No,No,Yes,Yes,Yes,No,Yes, , , , ,No,No, , ,No,No, , , ,No,No
,28666,"Unnamed site - Santa Cruz, County of",Santa Cruz,3.760032451,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,606,Corcoran Lagoon Beach,No, ,No,No,No,No, ,No,No, ,Yes,No,No,No,Yes,Yes,No,Yes,No, , ,Yes,Yes, , ,Yes,Yes, ,Yes, ,No,No
,29073,Cabrillo Beach Marina and Recreation Complex,Los Angeles,45.36875238,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1235,Cabrillo Marina Boating Facilities,Yes, ,Yes, ,No, , , ,No, ,No,No,No, , , ,No,Yes,Yes, , ,No,No,No,No,Yes,No,No,No, , ,Yes
X,29098,Cruise Ship Promenade,Los Angeles,3.942183143,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1243,Cruise Ship Promenade,Yes, ,Yes,No, ,No, , ,No, ,No, , , , , , ,Yes,Yes, , ,No,No, , ,Yes, , , , ,No,Yes
X,29208,Point Emery Park,Alameda,20.70045633,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1733,Point Emery,Yes, ,No,No, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , 
X,29234,Lake Merced Park,San Francisco,620.159608,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,465,Lake Merced,Yes,Yes,Yes,Yes,No,No, ,No,No, ,No,No,No,No,No,Yes,No,Yes, , ,Yes,No,No, , ,Yes,Yes, , , ,Yes,Yes
X,29296,Santa Ana River Trail,Orange,1654.361511,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1321,Santa Ana River Trail,No, ,No,No,No,No,No,No,No, ,No, ,No, ,Yes, , , , , ,Yes,No,No,No,No,Yes,Yes, , , ,No,No
,29308,Sunnyvale Baylands Park,Santa Clara,575.6509352,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1759,Baylands Park,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
,29401,Vicente Bluffs Reserve,Los Angeles,70.01929175,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1200,Overlook (Calle Entradero),Yes, ,No,No, , , , ,No, ,No, ,Yes,Yes, , ,Yes, , , , ,No,No,Yes, ,Yes,Yes, , , ,No,No
,29431,Point Vicente Interpretive Center,Los Angeles,26.55346855,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1201,Point Vicente Park,Yes, ,Yes,Yes,Yes,No,Yes,No,No, ,No, ,Yes,Yes, , ,Yes, , , , ,No,No,Yes,Yes,Yes,Yes, , , ,No,No
X,29436,Pelican Cove,Los Angeles,10.29836856,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1203,Pelican Cove,Yes, ,Yes,Yes, ,No, ,No,No, ,No, ,Yes,Yes, , ,Yes, , , , ,No,Yes,Yes, ,Yes,Yes, , , ,No,No
,29634,Las Tunas Beach,Los Angeles,0.518935495,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1645,Miramar Coastal Overlook,No,No,No,No,No,No,No,No,No, ,No, , , , , ,Yes, , , , , , , , , , , , , , , 
X,29692,Shoreline Park,Los Angeles,52.18941976,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1215,Palos Verdes Shoreline Park,No, ,No,No, , ,No, ,No, ,No, ,No,Yes, , ,Yes, , , ,Yes,No,No,Yes,Yes,Yes, , , , ,No,No
X,29955,Belmont Veterans Memorial Pier,Los Angeles,2.05985815,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1263,Belmont Veterans Memorial Pier,Yes, ,Yes,Yes,No, ,No,No,No, ,No, ,No, , , , , , , , ,No,No,No,No,No, , , , ,Yes,No
X,30082,Windansea Beach,San Diego,3.773039027,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1529,Windansea Beach,Yes, ,No,Yes, ,No, ,No,No, ,Yes, ,Yes, , , , , , , , ,Yes,Yes, , ,No,Yes, , , ,No,No
X,30159,Ellen Browning Scripps Neighborhood Park,San Diego,5.089808817,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1523,Ellen Browning Scripps Park,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,No, ,Yes,Yes, , ,Yes, , , , ,Yes,Yes,Yes,Yes,Yes,Yes, , , ,No,No
,30383,Del Mar North Beach,San Diego,5.369322835,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1500,Del Mar Bluffs City Park,Yes, ,No,Yes, ,No, ,No,No, ,Yes, , , , , ,Yes, , , , ,No,No,Yes,Yes,No,Yes, , , ,Yes,No
X,30387,Devil's Slide Trail,San Mateo,99.13640299,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,494,Devils Slide Trail,Yes, ,No,Yes,No, ,No,No,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No,Yes,No,Yes,Yes, , , ,No,No
X,30392,Waterfront Promenade,Ventura,5.892003841,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1019,Promenade Park,Yes, ,Yes,Yes, ,No,Yes,No,No, ,Yes, , ,Yes, , , , , , , ,No,Yes, , ,Yes, , , , ,No,No
X,30395,Surfer's Point,Ventura,4.991830194,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1018,Surfer's Point at Seaside Park,Yes, ,Yes,Yes, ,Yes,Yes,No,No, ,Yes, ,Yes, , , , , , , , ,No,No, , ,Yes, , , , ,No,No
,30415,Big Lagoon Wildlife Area,Humboldt,1394.120931,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,74,Big Lagoon County Park,Yes, ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No, , ,No,Yes, , ,Yes,Yes, , , ,Yes,Yes
X,30436,Eel River Wildlife Area,Humboldt,2384.149316,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,131,Eel River Wildlife Area/Ocean Ranch Unit,Yes, ,No,No,No,No, ,No,No, ,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No,No, , ,No,Yes, , , ,Yes,No
,30475,Morro Bay Wildlife Area,San Luis Obispo,1276.449139,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,841,Morro Bay Estuary,No, ,No,No, , , , ,No, ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No, , , , , , ,No,Yes, , , ,Yes,Yes
X,30476,Moss Landing Wildlife Area,Monterey,752.0083811,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,641,Moss Landing Wildlife Area,Yes, ,No,No,No,No,No,No,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
,30478,Napa-Sonoma Marshes Wildlife Area,Napa | Solano | Sonoma,14254.13879,park intersects wetland,wetland-park,intersects unknown access pt,intersects wetland access pt,1,1658,Green Island Boat Launch Ramp,Yes, ,No,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,30507,South Spit Wildlife Area,Humboldt,953.065994,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,124,Mike Thompson Wildlife Area / South Spit,Yes, ,Yes,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,No,No,Yes,No,Yes,No, , ,No,Yes, , ,No,Yes, , , ,Yes,No
X,30519,Samoa Boat Ramp County Park,Humboldt,12.06373272,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,109,Samoa Boat Ramp County Park,Yes, ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No, , ,No,No, , ,No,Yes, , , ,Yes,Yes
,30638,Halvorsen Park,Humboldt,18.57865302,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,111,Samoa Bridge Launching Facility,Yes, ,No,Yes,No,No,Yes,No,No, ,No,No,No,No,No,No,No,Yes,Yes, , ,No,No, , ,Yes,No, , , ,Yes,Yes
X,30643,Eureka Public Marina,Humboldt,9.668891291,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,118,Eureka Public Marina and Wharfinger Building,Yes, ,Yes,Yes,No,No,Yes, ,No, ,No,No,No,No,No,No,No,Yes,Yes, , ,No,No, , ,Yes,No, , , ,Yes,Yes
,30658,Leucadia State Beach,San Diego,15.78172409,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1479,Beacon's Beach (San Diego),Yes, ,No,No, ,No, ,No,No, ,Yes, , , , , ,Yes, , , , ,No,Yes, , ,No, ,Yes, , ,Yes,No
X,30661,Manhattan Beach Pier,Los Angeles,5.493213982,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1175,Manhattan Beach Municipal Pier,Yes, ,Yes,Yes,Yes,Yes, ,No,No, ,No, , , , , , , , , , ,No,No, , ,No,Yes, , , ,Yes,No
X,30664,Moonlight State Beach,San Diego,15.82235074,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1482,Moonlight Beach,Yes, ,Yes,Yes, ,Yes,Yes,Yes,No, ,Yes, , , , , , , , , , ,No,No, , ,No, ,Yes, , ,Yes,No
X,30668,Oceano Dunes State Vehicular Recreation Area,San Luis Obispo,1863.826888,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,899,Oceano Dunes State Vehicular Recreation Area,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,No,No, , ,No,No,Yes, , ,Yes,No
X,30688,Point Lobos State Natural Reserve,Monterey,1532.340432,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,724,Point Lobos State Natural Reserve,Yes, ,Yes,Yes,Yes,No,Yes,No,No, ,Yes,No,Yes,Yes,No,No,Yes, , ,Yes, ,No,No,Yes,No,Yes,Yes, ,Yes,Yes,No,No
,30748,Noyo Headlands Park,Mendocino,93.31636692,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,1641,Noyo Beach Off-Leash Dog Area,No,No,No, , , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , 
X,31119,Fiscalini Ranch Preserve,San Luis Obispo,408.4169171,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,805,Fiscalini Ranch Preserve,Yes, ,Yes,No,No,No,No,No,No, ,No,No,Yes,Yes,Yes,No,Yes, , , , ,No,Yes,Yes,Yes,Yes,Yes, ,Yes, ,No,No
,31201,Chula Vista Bayfront Park,San Diego,16.01360465,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1620,Chula Vista Launch Ramp,Yes, ,Yes,Yes, ,No,Yes,Yes,No, ,No, , ,Yes, ,Yes, ,Yes,Yes, , ,No,No, , ,Yes, ,Yes, , ,Yes,Yes
,31225,Año Nuevo State Park,San Mateo,666.0060067,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,541,Franklin Point Trail,Yes, ,No,No,No,No,No,No,No, ,Yes,No,Yes, , , ,No,No,No, , ,No,Yes, , ,Yes,Yes,No, , ,No,No
X,31305,Eel River Estuary Preserve,Humboldt,1002.899719,park intersects wetland,wetland-park,intersects unknown access pt,intersects wetland access pt,1,139,Sounding Seas/Eel River Estuary Preserve,No, ,No,No, , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,Yes, , , ,No,No
X,31313,Famosa Slough Wildlife Reserve,San Diego,33.30955473,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1572,Famosa Slough,Yes, ,No,No, , , , ,No, ,No, , , , ,Yes, , , , ,Yes,No,No, , ,Yes,Yes, , , ,No,No
X,31339,Houda Point/Camel Rock Beach Park,Humboldt,5.8705224,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,85,Houda Point Access,Yes, ,No,No,No,No, ,No,No, ,Yes,No,Yes,Yes,No,No,Yes, , , , ,Yes,Yes,Yes, ,Yes,Yes, , , ,Yes,No
X,31444,Bothin Marsh Open Space Preserve,Marin,116.3176929,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1775,Bothin Marsh Preserve,Yes, ,No,No, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,31445,Bolinas Lagoon Open Space Preserve,Marin,1106.46991,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,406,Bolinas Lagoon Nature Preserve,Yes, ,No,No,No,No, ,No,No, ,No,No,No,No,No,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
X,31459,Ravenswood Open Space Preserve,San Mateo,283.9218284,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1763,Ravenswood Open Space Preserve,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
,31559,Santa Cruz Riverwalk,Santa Cruz,47.23063961,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,583,San Lorenzo River Bike Path,No, ,Yes,No,No,No, ,No,No, ,No,No,No,Yes,Yes,No,No, , , ,Yes,No,No, , ,Yes,No, , , ,No,No
X,31739,McKegney Green,Marin,11.45154978,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1776,McKegney Green,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,31827,Pelican Bluffs Reserve,Mendocino,76.60303395,park intersects wetland,wetland-park,intersects unknown access pt,intersects unknown access pt,1,253,Pelican Bluffs Preserve,Yes, ,Yes,No,No, , , , , ,No,No,No,Yes, , ,Yes, , , , ,No,No,Yes, ,Yes, , , , ,No,No
,32045,Belden's Landing Fishing Access,Solano,10.07292512,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1712,Beldon's Landing,Yes, ,Yes,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,32069,Buena Vista Lagoon Ecological Reserve,San Diego,209.6644916,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1451,Buena Vista Lagoon Ecological Reserve,Yes, ,No,No, ,No, ,No,No, ,No, , , , ,Yes, ,Yes,No, ,Yes,No,No, , ,Yes,Yes, , , ,Yes,No
X,32135,Corte Madera Marsh Ecological Reserve,Marin,599.5509103,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1778,Corte Madera Marsh State Marine Park,No, ,No,No, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,32155,Eden Landing Ecological Reserve,Alameda,5795.532258,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1685,Eden Landing Ecological Preserve,No, ,No,No, , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , 
X,32159,Elkhorn Slough Ecological Reserve,Monterey,1756.525203,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,640,Elkhorn Slough National Estuarine Research Reserve,Yes, ,Yes,Yes,Yes,No,Yes,No,No, ,No,No,No,No,Yes,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,No,No
X,32194,Keys Creek Fishing Access,Marin,15.81191684,park intersects wetland access point,wetland-park,intersects wetland access pt,intersects wetland access pt,1,344,Keys Creek Fishing Access,Yes, ,No,Yes,No,No,Yes,No,No, ,No,No,No,No,Yes,Yes,No, , , , ,No,No, , ,Yes,No, , , ,Yes,No
,32257,Pebble Beach Fishing Access,Del Norte,4.297179269,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,18,Pebble Beach Access,Yes, ,No,No,No,No,Yes,No,No, ,Yes,No,Yes,No,No,No,Yes, , , , ,Yes,Yes, ,Yes,Yes,Yes, , , ,Yes,No
X,32291,San Elijo Lagoon Ecological Reserve,San Diego,609.0413369,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,1492,San Elijo Lagoon,Yes, ,No,No,No,No, , ,No, ,No, , , ,Yes,Yes, ,Yes,No, ,Yes,No,No, , ,Yes,Yes, , , ,No,No
,32315,South Kibesillah Gulch Fishing Access,Mendocino,5.227303378,park intersects wetland,wetland-park,intersects non-wetland access pt,intersects non-wetland access pt,1,179,South Kibesillah Gulch View Area,Yes, ,No,No,No,No, ,No,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No, , ,No,No, , , ,No,No
X,32326,Tomales Bay Ecological Reserve,Marin,442.8788675,park intersects wetland,wetland-park,intersects wetland access pt,intersects wetland access pt,1,363,Tomales Bay Ecological Reserve,No, ,No,No,No,No, ,No,No, ,No,No,No,No,No,Yes,No,Yes,No, , ,No,No, , ,Yes,Yes, , , ,Yes,No
